customer,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class
PV26437,California,7319,Bachelor,F,57777,61,1,Corporate Auto,273,Four-Door Car
AX39008,Oregon,26113,Bachelor,M,80409,74,0,Personal Auto,262,Two-Door Car
DJ52170,California,5639,High School or Below,M,73168,70,0,Special Auto,425,Four-Door Car
RM34371,Nevada,4715,Bachelor,F,0,64,0,Personal Auto,345,Two-Door Car
TZ65661,California,2742,College,F,32437,69,0,Corporate Auto,331,Two-Door Car
YD74214,California,3808,College,F,94903,94,0,Personal Auto,451,Two-Door Car
AR99766,Nevada,4692,Bachelor,F,82534,118,0,Personal Auto,4,SUV
ZA30025,Arizona,4055,Bachelor,M,0,121,0,Personal Auto,1215,SUV
IE85867,Arizona,41787,High School or Below,F,46587,119,2,Personal Auto,571,Four-Door Car
XK52242,California,9800,Bachelor,M,32245,124,0,Personal Auto,257,SUV
RP12388,Arizona,12379,Bachelor,M,39886,64,1,Personal Auto,290,Two-Door Car
TP30316,California,9705,College,M,79157,61,0,Corporate Auto,117,Two-Door Car
RS60249,Oregon,4253,Bachelor,M,0,62,0,Personal Auto,446,Two-Door Car
AL50693,Oregon,3567,Bachelor,M,0,102,0,Corporate Auto,660,SUV
SH36838,Arizona,5153,High School or Below,M,0,74,0,Personal Auto,532,Four-Door Car
CV44550,Arizona,7559,College,M,0,119,1,Corporate Auto,964,Four-Door Car
YO23637,Washington,4194,College,M,0,64,3,Special Auto,759,Two-Door Car
AJ32539,Oregon,2829,Bachelor,M,25860,72,0,Personal Auto,345,Four-Door Car
VQ48245,Washington,3221,Master,F,77882,79,0,Personal Auto,379,Four-Door Car
ID15010,Oregon,10972,Doctor,M,24164,137,0,Personal Auto,657,Luxury
RH28799,Arizona,2430,College,M,0,70,0,Personal Auto,341,Four-Door Car
WC72942,Oregon,3790,High School or Below,M,66169,96,1,Personal Auto,156,Two-Door Car
HT92952,California,8838,Bachelor,M,82664,114,3,Corporate Auto,133,SUV
LR82110,Nevada,20101,Doctor,F,23638,102,0,Personal Auto,489,SUV
JE19783,Arizona,6388,Bachelor,M,26436,83,0,Personal Auto,398,Two-Door Car
MX97096,Nevada,2656,College,F,0,78,1,Personal Auto,374,Four-Door Car
TD51026,Arizona,7714,Bachelor,M,13154,102,0,Personal Auto,489,SUV
SD75391,California,2704,Master,F,24173,70,0,Personal Auto,181,Four-Door Car
CN29830,California,2495,High School or Below,M,26689,64,0,Corporate Auto,424,Four-Door Car
RV52244,Arizona,2498,Bachelor,F,31357,63,0,Personal Auto,2,Four-Door Car
WA59097,Oregon,5614,College,F,40417,71,1,Personal Auto,130,Four-Door Car
TV23956,Washington,2089,High School or Below,M,0,63,1,Personal Auto,453,Four-Door Car
XQ81794,Arizona,5137,High School or Below,M,93872,64,0,Personal Auto,206,Four-Door Car
BB21794,Oregon,5394,Bachelor,F,29853,69,0,Personal Auto,76,Four-Door Car
HC63693,Arizona,7341,College,F,88049,92,0,Corporate Auto,567,Two-Door Car
KJ55021,Washington,4791,College,F,29111,63,0,Personal Auto,302,Four-Door Car
HX45529,Oregon,25169,Master,M,37282,79,0,Personal Auto,222,Four-Door Car
XY78443,Arizona,2147,College,F,0,62,0,Personal Auto,297,Two-Door Car
KQ38375,California,9902,Bachelor,F,0,133,0,Personal Auto,945,SUV
HC66205,Washington,3157,High School or Below,M,58248,80,0,Corporate Auto,134,Four-Door Car
KF62288,Oregon,6269,High School or Below,F,0,89,1,Special Auto,942,Two-Door Car
YE46109,Arizona,10839,College,F,26367,139,0,Personal Auto,105,SUV
TT30338,Arizona,7675,Master,F,89586,63,1,Personal Auto,302,Four-Door Car
MC22692,Washington,7035,High School or Below,F,86642,87,0,Personal Auto,234,Two-Door Car
FW17421,Washington,3576,High School or Below,F,24959,89,0,Corporate Auto,640,Four-Door Car
KE83023,Oregon,10845,Bachelor,M,27279,137,0,Personal Auto,770,SUV
HT96569,Oregon,2656,Bachelor,M,57117,67,0,Personal Auto,321,Four-Door Car
GO27855,Oregon,6883,College,F,64600,86,0,Personal Auto,168,Four-Door Car
UX71974,California,20314,College,M,42218,180,3,Personal Auto,212,Luxury
QT97406,Arizona,20120,Bachelor,M,32869,85,0,Corporate Auto,117,Two-Door Car
QQ37605,Washington,2547,Master,F,26047,64,1,Personal Auto,187,Four-Door Car
BL79888,Oregon,34611,High School or Below,F,20090,109,0,Personal Auto,523,Luxury
WF91295,Oregon,4254,High School or Below,F,11904,61,2,Personal Auto,292,Two-Door Car
NQ92014,California,3659,High School or Below,F,0,106,0,Personal Auto,763,SUV
RP33869,Washington,2577,Bachelor,F,49467,65,0,Personal Auto,413,Two-Door Car
TS31001,Oregon,26243,Bachelor,M,55705,113,0,Personal Auto,149,SUV
NE58217,Oregon,27064,Bachelor,F,83560,113,1,Corporate Auto,276,Four-Door Car
BV57364,Arizona,8092,College,M,50825,102,0,Personal Auto,369,SUV
FS84707,Nevada,2691,Doctor,F,82108,67,0,Personal Auto,52,Four-Door Car
AN80983,Oregon,5218,College,M,85721,65,0,Corporate Auto,312,Four-Door Car
UU84036,California,8267,High School or Below,M,59597,69,0,Special Auto,222,Two-Door Car
XQ51968,California,5568,High School or Below,M,0,79,1,Corporate Auto,407,Two-Door Car
CY59740,California,2594,High School or Below,M,0,73,0,Corporate Auto,350,Four-Door Car
XT58648,Arizona,8646,High School or Below,F,64125,108,0,Personal Auto,369,SUV
WZ63975,California,2423,High School or Below,F,22319,63,1,Personal Auto,302,Two-Door Car
RQ72272,Arizona,2814,College,M,94304,71,0,Personal Auto,182,Two-Door Car
FR34560,Oregon,2506,Master,F,17193,66,0,Corporate Auto,316,Four-Door Car
EF99768,California,4424,High School or Below,F,37800,112,0,Corporate Auto,662,SUV
LW50691,Nevada,9555,College,F,96269,118,0,Personal Auto,58,Four-Door Car
EP34249,Oregon,13869,College,M,28432,118,0,Corporate Auto,612,SUV
DQ54144,Arizona,8841,High School or Below,F,0,118,0,Personal Auto,566,SUV
SE62920,California,8836,Bachelor,M,63909,112,0,Personal Auto,206,SUV
PL54420,Arizona,33473,Bachelor,F,33190,106,0,Personal Auto,508,SUV
QG22665,Arizona,5000,College,M,43723,66,3,Personal Auto,316,Four-Door Car
LJ59940,Nevada,16468,High School or Below,F,0,63,0,Corporate Auto,685,Four-Door Car
AV17528,Nevada,9233,High School or Below,F,42600,115,0,Personal Auto,660,Luxury
ZU88796,Arizona,2448,Bachelor,F,87802,63,5,Personal Auto,173,Four-Door Car
SD96596,Washington,18544,High School or Below,F,34087,235,0,Personal Auto,889,Luxury
LT98784,Oregon,5229,Master,M,18129,69,0,Personal Auto,364,Four-Door Car
OQ45659,Arizona,41745,College,F,45431,116,0,Personal Auto,556,Four-Door Car
ZS66375,California,7531,Bachelor,F,0,71,0,Personal Auto,511,Four-Door Car
EJ67407,Arizona,8024,High School or Below,M,95191,101,0,Corporate Auto,316,Four-Door Car
JD19036,Arizona,16261,Master,F,41671,136,0,Personal Auto,570,SUV
YO11701,Oregon,8022,High School or Below,M,53231,101,0,Personal Auto,484,SUV
KO73340,Oregon,2640,College,M,77299,66,0,Personal Auto,151,Four-Door Car
BV53716,Oregon,5266,High School or Below,F,93348,65,0,Personal Auto,108,Four-Door Car
CV95479,California,3362,Bachelor,M,0,107,2,Personal Auto,770,Four-Door Car
OZ97304,Arizona,2630,High School or Below,F,0,78,1,Corporate Auto,374,Four-Door Car
RE63028,Nevada,6486,High School or Below,F,87210,81,0,Personal Auto,353,Four-Door Car
LN37854,Arizona,18399,College,F,0,73,0,Personal Auto,525,Four-Door Car
MU76701,Washington,3921,College,F,62445,98,1,Personal Auto,681,Four-Door Car
VI66513,California,9688,High School or Below,M,20009,87,1,Corporate Auto,987,Four-Door Car
EB30823,California,19668,College,M,0,67,1,Personal Auto,482,Four-Door Car
DQ19343,California,5583,High School or Below,F,57925,72,1,Corporate Auto,204,Two-Door Car
SB61617,California,8935,Master,M,39910,112,0,Personal Auto,561,SUV
DY92795,Oregon,3226,Bachelor,F,83252,80,0,Personal Auto,384,Four-Door Car
WZ92405,Nevada,7492,College,F,31723,62,0,Personal Auto,242,Two-Door Car
WL21375,Arizona,7890,High School or Below,F,0,112,3,Personal Auto,747,Four-Door Car
KL83882,Nevada,6639,Bachelor,F,72661,83,1,Personal Auto,398,Four-Door Car
ET87938,Oregon,4328,College,M,24711,62,0,Personal Auto,362,Two-Door Car
EQ87425,California,6919,High School or Below,F,0,69,1,Corporate Auto,40,Four-Door Car
UM17151,California,1898,Bachelor,M,0,67,3,Personal Auto,413,Two-Door Car
MS11057,Oregon,9587,Bachelor,M,84539,119,0,Personal Auto,65,Four-Door Car
UU99893,Arizona,7689,Master,F,42677,96,0,Personal Auto,1084,Four-Door Car
FE93665,Oregon,7897,High School or Below,F,0,72,0,Personal Auto,518,Two-Door Car
AN53225,Washington,24672,High School or Below,M,0,76,0,Personal Auto,364,Two-Door Car
RL12319,Oregon,7484,High School or Below,F,51692,186,0,Special Auto,892,Luxury
AR25213,Arizona,7282,High School or Below,M,40858,184,0,Personal Auto,883,Luxury
JL15127,Nevada,9816,College,M,37256,62,0,Personal Auto,128,Four-Door Car
SD42668,Washington,5295,Bachelor,M,0,74,0,Personal Auto,532,Four-Door Car
ZG82127,California,12741,Bachelor,F,73054,106,1,Corporate Auto,419,SUV
DW37404,California,7858,Bachelor,F,20532,67,0,Personal Auto,282,Four-Door Car
XM87301,Oregon,2397,Bachelor,M,0,66,0,Personal Auto,596,Four-Door Car
TJ46491,Oregon,5980,College,F,22946,76,0,Personal Auto,377,Four-Door Car
KA98111,Washington,2513,Bachelor,M,22475,64,1,Personal Auto,307,Four-Door Car
IM15816,Oregon,9403,High School or Below,F,79440,117,0,Personal Auto,500,SUV
ZT63368,Arizona,2618,College,M,0,74,0,Personal Auto,470,Four-Door Car
VU79621,Oregon,8139,Master,M,0,108,0,Personal Auto,518,Luxury
HP20623,California,5227,High School or Below,F,70988,65,0,Personal Auto,312,Four-Door Car
RY44996,Oregon,2677,High School or Below,F,56536,67,0,Special Auto,301,Four-Door Car
YS71471,Arizona,2685,High School or Below,M,45754,69,0,Personal Auto,333,Two-Door Car
VW74085,Oregon,5932,High School or Below,F,48278,74,0,Personal Auto,98,Two-Door Car
YD76280,Oregon,2335,High School or Below,M,22087,61,2,Personal Auto,292,Two-Door Car
TL67005,California,4811,High School or Below,F,0,136,1,Corporate Auto,569,SUV
MO65595,Nevada,3386,Bachelor,F,0,92,0,Personal Auto,571,Two-Door Car
RX96438,Washington,2311,High School or Below,F,24400,62,0,Corporate Auto,297,Two-Door Car
VA65117,Oregon,7635,High School or Below,M,0,110,0,Personal Auto,1138,SUV
KG16176,Washington,2434,College,F,0,66,0,Personal Auto,167,Four-Door Car
NT79981,Nevada,3605,High School or Below,F,13199,93,0,Personal Auto,582,Four-Door Car
ES88339,California,3337,Master,M,60607,83,0,Corporate Auto,379,Four-Door Car
AD33971,California,12564,Doctor,M,0,68,0,Personal Auto,326,Four-Door Car
JR84006,Washington,2454,High School or Below,M,74624,62,1,Personal Auto,297,Four-Door Car
FN66436,California,10722,College,F,54311,90,0,Personal Auto,385,Two-Door Car
YX84828,Oregon,5079,Bachelor,F,0,68,0,Personal Auto,326,Two-Door Car
JH94846,California,3829,Bachelor,F,19240,99,0,Personal Auto,475,Four-Door Car
TX73398,Nevada,3697,Bachelor,M,0,113,0,Personal Auto,813,Two-Door Car
RX45809,California,14854,College,M,37899,187,0,Personal Auto,246,Luxury
US36532,Arizona,4938,High School or Below,F,76283,61,0,Corporate Auto,292,Four-Door Car
RN86953,California,7536,High School or Below,F,69674,62,1,Personal Auto,297,Two-Door Car
RZ50353,California,6243,High School or Below,M,57734,78,0,Personal Auto,374,Four-Door Car
QP32003,Arizona,9983,College,F,0,93,0,Personal Auto,669,Four-Door Car
WN91943,California,12948,College,M,30763,111,0,Personal Auto,1072,Four-Door Car
BR24590,Arizona,2510,Bachelor,M,0,70,0,Personal Auto,522,Four-Door Car
UI57491,California,5165,Bachelor,M,0,72,0,Personal Auto,518,Two-Door Car
UJ70796,Oregon,7413,College,F,52130,62,0,Personal Auto,124,Four-Door Car
NX32730,California,3000,High School or Below,F,77041,74,0,Personal Auto,475,Two-Door Car
OH98172,California,3188,High School or Below,F,81081,79,0,Personal Auto,224,Two-Door Car
AQ30231,California,5800,Bachelor,F,0,78,0,Personal Auto,374,Four-Door Car
MU97512,Oregon,7398,Bachelor,M,27383,188,0,Corporate Auto,902,Luxury
CO75086,Arizona,7269,College,M,20407,95,2,Corporate Auto,36,Four-Door Car
WW52683,California,5067,Bachelor,F,61067,64,1,Personal Auto,86,Four-Door Car
XO38850,Arizona,6227,College,M,0,94,0,Personal Auto,676,Four-Door Car
DB50188,California,4448,College,M,23006,113,0,Personal Auto,792,SUV
DG23204,California,2595,Doctor,F,27734,65,0,Personal Auto,193,Four-Door Car
JS64688,Oregon,2595,High School or Below,M,48608,67,0,Personal Auto,321,Four-Door Car
PU81096,Arizona,6817,Bachelor,M,43947,61,4,Personal Auto,291,Four-Door Car
IW56740,Oregon,15519,High School or Below,M,23402,82,0,Personal Auto,393,Two-Door Car
AK44985,California,3853,College,F,0,110,0,Personal Auto,792,SUV
FX55409,Oregon,8229,Master,F,0,109,0,Personal Auto,298,SUV
BK76107,Oregon,14024,High School or Below,F,81872,115,0,Personal Auto,256,Four-Door Car
AY26056,Arizona,7948,College,F,63892,66,0,Personal Auto,90,Four-Door Car
QR36329,Washington,2624,Bachelor,F,11822,70,0,Corporate Auto,285,Two-Door Car
GF70857,Nevada,2933,College,M,0,83,0,Personal Auto,199,Four-Door Car
QE46704,Nevada,2871,College,M,94178,72,1,Personal Auto,226,Four-Door Car
PD22502,California,4799,Bachelor,F,0,65,0,Personal Auto,312,Two-Door Car
XF94560,Washington,2305,High School or Below,F,0,62,0,Corporate Auto,297,Four-Door Car
HZ64168,California,40440,Bachelor,M,0,129,0,Personal Auto,1191,SUV
FT79229,Washington,8900,Bachelor,F,83761,111,0,Personal Auto,532,SUV
EI17753,Oregon,4428,High School or Below,F,58577,110,0,Personal Auto,303,SUV
EV15646,California,3781,College,M,46573,94,0,Personal Auto,77,Four-Door Car
FF38892,California,32861,High School or Below,F,49889,118,0,Personal Auto,201,Two-Door Car
PP35705,California,35862,High School or Below,M,26376,121,0,Personal Auto,580,SUV
FQ24781,Oregon,2574,Master,F,34990,65,0,Personal Auto,42,Four-Door Car
CR20811,California,10660,Bachelor,F,60642,133,0,Personal Auto,428,SUV
XT55646,Arizona,4428,Bachelor,M,18263,117,0,Personal Auto,758,SUV
JH30819,California,25674,Bachelor,F,66550,107,1,Corporate Auto,513,SUV
YV88022,Washington,6689,High School or Below,M,56980,84,0,Personal Auto,599,Two-Door Car
VF57165,California,16256,High School or Below,F,21206,136,0,Corporate Auto,98,Luxury
AZ36763,Arizona,11834,Bachelor,F,0,85,0,Personal Auto,612,Four-Door Car
FL50532,Arizona,8237,Master,M,48866,103,0,Personal Auto,494,Luxury
JP88955,Oregon,8876,High School or Below,M,30525,115,0,Personal Auto,368,Luxury
QF69163,Washington,4373,College,F,25676,113,0,Personal Auto,542,Two-Door Car
OA26316,Arizona,2221,College,F,0,62,0,Personal Auto,699,Four-Door Car
FL55134,Nevada,10408,High School or Below,M,20228,101,1,Personal Auto,523,SUV
OL48469,Nevada,4162,High School or Below,M,0,67,3,Personal Auto,321,Four-Door Car
CR86548,Nevada,12349,Master,F,67248,102,0,Personal Auto,489,SUV
XO11574,California,3399,High School or Below,M,28928,87,1,Personal Auto,192,Four-Door Car
DM34321,California,3420,Master,F,11652,89,0,Personal Auto,526,Two-Door Car
WH56217,Washington,8927,College,M,29136,118,0,Corporate Auto,566,SUV
BV55733,Nevada,10852,College,M,67696,97,5,Corporate Auto,17,Two-Door Car
PK37121,Washington,4369,High School or Below,F,91775,108,0,Personal Auto,256,SUV
EO87464,Oregon,7915,High School or Below,M,31383,99,0,Corporate Auto,475,Four-Door Car
UF49068,California,7754,College,M,0,117,0,Corporate Auto,918,SUV
CH20044,California,2241,Bachelor,F,0,65,0,Corporate Auto,312,Four-Door Car
NU57274,California,9354,Bachelor,M,0,135,0,Personal Auto,972,SUV
CV63337,Oregon,3499,Bachelor,F,37273,88,0,Personal Auto,422,Two-Door Car
GY87675,Oregon,5140,College,M,26952,76,1,Corporate Auto,364,Four-Door Car
OH93496,Arizona,3703,Bachelor,M,0,109,0,Personal Auto,784,SUV
AY99324,Oregon,6555,College,M,21853,86,0,Personal Auto,412,Four-Door Car
MR27647,Washington,3312,High School or Below,F,27431,85,0,Personal Auto,457,Four-Door Car
VQ82774,California,16301,Master,F,19614,85,0,Personal Auto,574,Two-Door Car
WT38706,Oregon,14635,Bachelor,F,0,139,0,Personal Auto,667,SUV
UI89243,California,5723,Bachelor,F,77646,71,0,Personal Auto,340,Four-Door Car
XP69351,California,2443,College,M,0,69,0,Personal Auto,124,Four-Door Car
PY64219,California,13024,Master,M,0,125,0,Personal Auto,900,SUV
QJ64737,California,6165,High School or Below,F,60884,77,0,Personal Auto,491,Four-Door Car
IU14618,Oregon,5838,High School or Below,M,81082,73,0,Personal Auto,281,Four-Door Car
HH61461,Nevada,9971,Bachelor,F,57483,82,0,Personal Auto,540,Four-Door Car
JX10102,Arizona,3223,High School or Below,F,0,91,1,Personal Auto,655,Four-Door Car
SG86615,Oregon,14558,High School or Below,M,40260,73,0,Personal Auto,299,Four-Door Car
VE47660,Oregon,9033,High School or Below,F,30004,112,0,Personal Auto,806,SUV
BZ36030,Oregon,12590,College,M,62575,106,0,Personal Auto,508,Two-Door Car
KJ52520,Arizona,8161,High School or Below,F,45270,70,0,Personal Auto,46,Two-Door Car
IK60267,Nevada,2730,Bachelor,F,24967,69,0,Personal Auto,331,Two-Door Car
NX15614,Oregon,20294,High School or Below,M,0,73,0,Personal Auto,525,Two-Door Car
JO64353,Oregon,5301,High School or Below,F,20269,66,0,Personal Auto,475,Two-Door Car
BL89983,California,9035,High School or Below,F,34337,113,0,Special Auto,542,Four-Door Car
SE64365,California,4674,High School or Below,M,35830,118,1,Corporate Auto,597,Four-Door Car
JW16295,California,10676,High School or Below,F,55510,89,0,Personal Auto,427,Two-Door Car
IC61020,Oregon,7437,High School or Below,F,88360,185,0,Personal Auto,929,Luxury
WB73140,Arizona,5447,High School or Below,F,0,73,0,Personal Auto,350,Four-Door Car
JP52554,California,15550,Bachelor,F,17449,71,0,Corporate Auto,268,Four-Door Car
QZ24527,California,33473,Bachelor,F,33190,106,0,Personal Auto,508,SUV
VB53090,California,8013,Master,M,43196,66,0,Personal Auto,1,Four-Door Car
LR49580,Oregon,5061,Bachelor,F,59216,64,2,Personal Auto,200,Four-Door Car
LH66741,Arizona,7034,Bachelor,M,23158,63,3,Personal Auto,302,Four-Door Car
IS79761,Oregon,3815,High School or Below,M,38651,98,0,Personal Auto,470,Two-Door Car
PM11577,Oregon,8476,Bachelor,F,74001,108,3,Corporate Auto,254,Two-Door Car
ZB84321,Washington,19690,College,F,36032,70,0,Personal Auto,336,Four-Door Car
QO26846,Oregon,3359,Master,F,16891,88,0,Personal Auto,633,Four-Door Car
YU55375,Oregon,4502,College,M,0,67,0,Personal Auto,499,Two-Door Car
YU83697,Nevada,3871,Bachelor,F,0,110,0,Corporate Auto,528,SUV
LQ24783,Oregon,6162,Doctor,F,80590,76,0,Corporate Auto,104,Four-Door Car
KL27226,California,6412,Bachelor,M,58776,83,2,Personal Auto,478,Four-Door Car
MR84659,Oregon,10208,College,F,35482,129,0,Personal Auto,619,SUV
GU92938,Nevada,6943,Bachelor,F,25612,61,0,Personal Auto,292,Two-Door Car
OE56979,Oregon,9551,High School or Below,F,57016,119,0,Personal Auto,341,SUV
QT13680,California,2555,High School or Below,M,25385,65,0,Corporate Auto,458,Four-Door Car
FG35165,Washington,2480,College,F,50516,62,0,Personal Auto,179,Four-Door Car
MS41043,Arizona,7469,College,F,0,199,0,Personal Auto,1956,Luxury
BB19609,California,15769,College,M,29977,133,0,Personal Auto,255,SUV
QW44027,Oregon,22837,College,M,89384,285,0,Corporate Auto,2052,Luxury
AS60178,Nevada,2796,Bachelor,F,54655,70,1,Corporate Auto,186,Four-Door Car
AP89323,Nevada,2728,College,F,40516,70,0,Personal Auto,336,Four-Door Car
TY30683,Oregon,3527,College,F,26156,96,0,Corporate Auto,460,Four-Door Car
MP16820,Arizona,2821,College,M,70047,71,0,Personal Auto,107,Two-Door Car
ZT60102,Arizona,17790,College,M,26000,256,0,Personal Auto,1228,Luxury
QX24179,Oregon,5619,Bachelor,M,41878,71,0,Personal Auto,161,Four-Door Car
RL21492,Arizona,4984,Bachelor,M,86305,62,0,Corporate Auto,80,Four-Door Car
JW44963,Arizona,5447,College,F,55483,70,0,Personal Auto,230,Four-Door Car
IT37924,Oregon,9752,College,F,37345,82,0,Personal Auto,31,Four-Door Car
